,Date,Incident
20,"Daily Service Report for Monday, May 18, 2015","
10:10 p.m. A Glenmont-bound Red Line train at Union Station was offloaded due to a brake problem. Passengers experienced a 4-minute delay.    "
21,"Daily Service Report for Monday, May 18, 2015","
10:12 p.m. A Shady Grove-bound Red Line train at Farragut North was delayed 6 minutes due to a signal problem.    "
22,"Daily Service Report for Monday, May 18, 2015","
"
23,"Daily Service Report for Monday, May 18, 2015",
24,"Daily Service Report for Monday, May 18, 2015","Report Archives

"
0,"Daily Service Report for Sunday, May 17, 2015",10:21 a.m. A Glenmont-bound Red Line train at Silver Spring was offloaded due to a passenger struck by the train. Red Line trains were single tracked between Takoma and Silver Spring until approximately 12:00 p.m. Passengers experienced delays up to 40 minutes.    
1,"Daily Service Report for Sunday, May 17, 2015","
11:29 a.m. A Shady Grove-bound Red Line train at Glenmont did not operate, resulting in a 15-minute gap in service.    "
2,"Daily Service Report for Sunday, May 17, 2015","
12:23 p.m. A Largo Town Center-bound Blue Line train at Arlington Cemetery was delayed 6 minutes due to a door problem.    "
3,"Daily Service Report for Sunday, May 17, 2015","
4:32 p.m. A Largo Town Center-bound Silver Line train at Stadium-Armory was offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced a 12-minute delay.    "
4,"Daily Service Report for Sunday, May 17, 2015","
8:09 p.m. A Shady Grove-bound Red Line train at Dupont Circle was delayed 4 minutes due to a door problem.    "
5,"Daily Service Report for Sunday, May 17, 2015","
10:04 p.m. A Greenbelt-bound Green Line train at Shaw-Howard University was offloaded due to a door problem. Passengers experienced a 9-minute delay.   "
6,"Daily Service Report for Sunday, May 17, 2015",
7,"Daily Service Report for Sunday, May 17, 2015","Report Archives

"
0,"Daily Service Report for Saturday, May 16, 2015",3:17 a.m. A Greenbelt-bound Green Line train at Branch Avenue was delayed due to a signal problem. A Branch Avenue-bound Green Line train at Suitland was offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced a 13-minute delay.    
1,"Daily Service Report for Saturday, May 16, 2015","
8:28 a.m. A Largo Town Center-bound Blue Line train at Federal Center SW was offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced a 6-minute delay.    "
2,"Daily Service Report for Saturday, May 16, 2015","
8:36 a.m. A Largo Town Center-bound Silver Line train at Federal Center SW was offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced a 6-minute delay.    "
3,"Daily Service Report for Saturday, May 16, 2015","
9:00 a.m. A Largo Town Center-bound Silver Line train at Federal Center SW was offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced a 6-minute delay.    "
4,"Daily Service Report for Saturday, May 16, 2015","
10:05 a.m. A Largo Town Center-bound Silver Line train at Stadium-Armory was offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced a 6-minute delay.    "
5,"Daily Service Report for Saturday, May 16, 2015","
10:35 a.m. A Largo Town Center-bound Blue Line train at Federal Center SW was offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced a 6-minute delay.    "
6,"Daily Service Report for Saturday, May 16, 2015","
10:53 a.m. A Largo Town Center-bound Silver Line train at Eastern Market was offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced a 6-minute delay.    "
7,"Daily Service Report for Saturday, May 16, 2015","
11:50 a.m. A Largo Town Center-bound Blue Line train at Stadium-Armory was offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced a 6-minute delay.    "
8,"Daily Service Report for Saturday, May 16, 2015","
2:12 p.m. A Largo Town Center-bound Silver Line train at Eastern Market was offloaded and turned back for schedule adherence/improved train spacing.  Passengers experienced a 6-minute delay.    "
9,"Daily Service Report for Saturday, May 16, 2015","
3:45 p.m. A Huntington-bound Yellow Line train at Eisenhower Avenue was delayed 6 minutes due to a signal problem.    "
10,"Daily Service Report for Saturday, May 16, 2015","
6:08 p.m. A Franconia-Springfield-bound Blue Line train at Pentagon was offloaded due to a passenger interfering with door operations. Passengers experienced an 18-minute delay.    "
11,"Daily Service Report for Saturday, May 16, 2015","
8:30 p.m. A Largo Town Center-bound Silver Line train at Federal Center SW was offloaded due to a door problem. Passengers experienced a 9-minute delay.   "
12,"Daily Service Report for Saturday, May 16, 2015",
13,"Daily Service Report for Saturday, May 16, 2015","Report Archives

"
0,"Daily Service Report for Friday, May 15, 2015",6:03 a.m. A Vienna-bound Orange Line train at West Falls Church was delayed 4 minutes due to a signal problem.    
1,"Daily Service Report for Friday, May 15, 2015","
6:09 a.m. A New Carrollton-bound Orange Line train at Vienna was delayed 5 minutes due to a signal problem.    "
2,"Daily Service Report for Friday, May 15, 2015","
6:30 a.m. A New Carrollton-bound Orange Line train at Clarendon was expressed for schedule adherence/improved train spacing.    "
3,"Daily Service Report for Friday, May 15, 2015","
7:10 a.m. A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.    "
4,"Daily Service Report for Friday, May 15, 2015","
7:22 a.m. A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.    "
5,"Daily Service Report for Friday, May 15, 2015","
8:50 a.m. A Vienna-bound Orange Line train at Rosslyn was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    "
6,"Daily Service Report for Friday, May 15, 2015","
3:06 p.m. A Silver Spring-bound Red Line train at White Flint was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    "
7,"Daily Service Report for Friday, May 15, 2015","
3:25 p.m. A Greenbelt-bound Green Line train at Fort Totten was offloaded due to a door problem. Passengers experienced a 7-minute delay.    "
8,"Daily Service Report for Friday, May 15, 2015","
4:09 p.m. A Glenmont-bound Red Line train at Wheaton was expressed for schedule adherence/improved train spacing.    "
9,"Daily Service Report for Friday, May 15, 2015","
4:16 p.m. A Wiehle-Reston East-bound Silver Line train at Ballston was delayed 4 minutes due to police activity.    "
10,"Daily Service Report for Friday, May 15, 2015","
4:34 p.m. A Wiehle-Reston East-bound Silver Line train at Greensboro was expressed for schedule adherence/improved train spacing.    "
11,"Daily Service Report for Friday, May 15, 2015","
5:06 p.m. A Mt. Vernon Square-bound Yellow Line train at L'Enfant Plaza was offloaded due to a door problem. Passengers experienced a 6-minute delay.    "
12,"Daily Service Report for Friday, May 15, 2015","
5:13 p.m. A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.    "
13,"Daily Service Report for Friday, May 15, 2015","
5:15 p.m. A New Carrollton-bound Orange Line train at Clarendon was expressed for schedule adherence/improved train spacing.    "
14,"Daily Service Report for Friday, May 15, 2015","
5:30 p.m. A New Carrollton-bound Orange Line train at Virginia Square was expressed for schedule adherence/improved train spacing.    "
15,"Daily Service Report for Friday, May 15, 2015","
6:09 p.m. A Largo Town Center-bound Silver Line train at Wiehle-Reston East did not operate, resulting in a 6-minute gap in service.     "
16,"Daily Service Report for Friday, May 15, 2015","
6:10 p.m. A Vienna-bound Orange Line train at New Carrollton did not operate, resulting in a 6-minute gap in service.    "
17,"Daily Service Report for Friday, May 15, 2015","
6:15 p.m. A Huntington-bound Yellow Line train at Eisenhower Avenue was expressed for schedule adherence/improved train spacing.    "
18,"Daily Service Report for Friday, May 15, 2015","
6:22 p.m. A Branch Avenue-bound Green Line train at Waterfront was expressed for schedule adherence/improved train spacing.    "
19,"Daily Service Report for Friday, May 15, 2015","
11:14 p.m. A Glenmont-bound Red Line train at Farragut North was offloaded due to an equipment problem. Passengers experienced a 5-minute delay.    "
20,"Daily Service Report for Friday, May 15, 2015","
"
21,"Daily Service Report for Friday, May 15, 2015",
22,"Daily Service Report for Friday, May 15, 2015","Report Archives

"
0,"Daily Service Report for Thursday, May 14, 2015",5:17 a.m. A Huntington-bound Yellow Line train outside Huntington Station was delayed 5 minutes due to a signal problem.    
1,"Daily Service Report for Thursday, May 14, 2015","
5:22 a.m. A Mt. Vernon Square-bound Yellow Line train at Huntington was delayed 5 minutes due to a signal problem.    "
2,"Daily Service Report for Thursday, May 14, 2015","
5:38 a.m. A Franconia-Springfield-bound Blue Line train at Federal Center was delayed 5 minutes due to late clearing track equipment.    "
3,"Daily Service Report for Thursday, May 14, 2015","
6:04 a.m. A Largo Town Center-bound Blue Line train at King Street did not operate, resulting in an 8-minute gap in service.    "
4,"Daily Service Report for Thursday, May 14, 2015","
6:13 a.m. A Greenbelt-bound Green Line train at Branch Avenue did not operate, resulting in a 6-minute gap in service.    "
5,"Daily Service Report for Thursday, May 14, 2015","
6:16 a.m. A Largo Town Center-bound Blue Line train at King Street did not operate, resulting in an 8-minute gap in service.    "
6,"Daily Service Report for Thursday, May 14, 2015","
6:55 a.m. A Glenmont-bound Red Line train at Shay Grove was delayed 4 minutes due to a door problem.    "
7,"Daily Service Report for Thursday, May 14, 2015","
6:58 a.m. A New Carrollton-bound Orange Line train at Court House was offloaded due to a brake problem. Passengers experienced a 9-minute delay.    "
8,"Daily Service Report for Thursday, May 14, 2015","
7:48 a.m. A Wiehle-Reston East-bound Silver Line train at Virginia Square was expressed for schedule adherence/improved train spacing.    "
9,"Daily Service Report for Thursday, May 14, 2015","
7:51 a.m. A Grosvenor-Strathmore-bound Red Line train at Union Station was offloaded due to a brake problem. Passengers experienced a 4-minute delay.    "
10,"Daily Service Report for Thursday, May 14, 2015","
8:07 a.m. A Glenmont-bound Red Line train at Twinbrook did not service the station due to an operational problem.  Passengers experienced a 6-minute delay.    "
11,"Daily Service Report for Thursday, May 14, 2015","
8:19 a.m. A Largo Town Center-bound Silver Line train at Ballston was offloaded due to a door problem. Passengers experienced a 6-minute delay.    "
12,"Daily Service Report for Thursday, May 14, 2015","
9:25 a.m. A Branch Avenue-bound Green Line train at Suitland was expressed for schedule adherence/improved train spacing.    "
13,"Daily Service Report for Thursday, May 14, 2015","
9:32 a.m. A Glenmont-bound Red Line train at Van Ness was offloaded due to an equipment problem. Passengers experienced a 3-minute delay.    "
14,"Daily Service Report for Thursday, May 14, 2015","
11:00 a.m. A Largo Town Center-bound Silver Line train at Wiehle-Reston East was delayed 5 minutes due to an operational problem.    "
15,"Daily Service Report for Thursday, May 14, 2015","
12:20 p.m. A Branch Avenue-bound Green Line train at Anacostia was delayed 8 minutes due to a door problem.    "
16,"Daily Service Report for Thursday, May 14, 2015","
12:48 p.m. A Shady Grove-bound Red Line train at Silver Spring was offloaded due to a brake problem. Passengers experienced a 6-minute delay.    "
17,"Daily Service Report for Thursday, May 14, 2015","
3:21 p.m. A Branch Avenue-bound Green Line train at Greenbelt did not operate, resulting in a 6-minute gap in service.    "
18,"Daily Service Report for Thursday, May 14, 2015","
3:48 p.m. A Largo Town Center-bound Blue Line train at Franconia-Springfield did not operate, resulting in a 6-minute gap in service.    "
19,"Daily Service Report for Thursday, May 14, 2015","
3:55 p.m. A Wiehle-Reston East-bound Silver Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service.    "
20,"Daily Service Report for Thursday, May 14, 2015","
4:07 p.m. A Wiehle-Reston East-bound Silver Line train at Largo Town Center did not operate, resulting in a 6-minute gap in service.    "
